,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
10462,Zambia,Maamba,50,Good,1,0,12,0,0,0,50,Good
10463,India,Mainaguri,62,Moderate,2,1,39,2,1,0,62,Moderate
10464,Spain,Mairena Del Aljarafe,28,Good,1,0,16,0,4,1,28,Good
10465,Brazil,Mairinque,127,Unhealthy for Sensitive Groups,3,1,6,0,11,2,127,Unhealthy for Sensitive Groups
10466,Philippines,Mambajao,112,Unhealthy for Sensitive Groups,1,0,23,1,0,0,112,Unhealthy for Sensitive Groups
10467,India,Mangaldai,64,Moderate,2,1,40,2,0,0,64,Moderate
10468,Uzbekistan,Mangit,172,Unhealthy,1,0,36,2,0,0,172,Unhealthy
10469,Germany,Mannheim,30,Good,0,0,30,1,1,0,24,Good
10470,India,Marhaura,212,Very Unhealthy,4,1,172,3,2,1,212,Very Unhealthy
10471,India,Kamthi,152,Unhealthy,1,0,38,2,0,0,152,Unhealthy
10472,Russian Federation,Kamyshin,35,Good,1,0,30,1,0,0,35,Good
10473,Russian Federation,Kapustin Yar 1,35,Good,1,0,35,2,0,0,18,Good
10474,Togo,Kara,45,Good,2,1,11,0,1,0,45,Good
10475,Ukraine,Karlivka,51,Moderate,1,0,33,2,1,0,51,Moderate
10476,Nepal,Kathmandu,123,Unhealthy for Sensitive Groups,2,1,60,3,0,0,123,Unhealthy for Sensitive Groups
10477,Philippines,Katipunan,152,Unhealthy,1,0,14,0,0,0,152,Unhealthy
10478,Russian Federation,Kedrovka,43,Good,1,0,32,2,0,0,43,Good
10479,United Kingdom of Great Britain and Northern Ireland,Keighley,27,Good,1,0,24,1,3,1,27,Good
10480,India,Kelamangalam,59,Moderate,0,0,23,1,0,0,59,Moderate
10481,Germany,Kelheim,48,Good,1,0,28,1,3,1,48,Good
10482,Germany,Kempten,32,Good,1,0,23,1,3,1,32,Good
10483,Indonesia,Kepanjen,41,Good,1,0,26,1,0,0,41,Good
10484,Poland,Kety,58,Moderate,1,0,35,2,2,1,58,Moderate
10485,India,Khagaul,201,Very Unhealthy,2,1,116,3,1,0,201,Very Unhealthy
10486,India,Khandela,373,Hazardous,1,0,33,2,0,0,311,Hazardous
10487,Russian Federation,Kharabali,39,Good,1,0,39,2,0,0,21,Good
10488,India,Kharagpur,181,Unhealthy,1,0,71,3,1,0,181,Unhealthy
10489,India,Khardaha,216,Very Unhealthy,5,1,54,3,7,2,216,Very Unhealthy
10490,India,Khilchipur,156,Unhealthy,1,0,39,2,0,0,156,Unhealthy
10491,Greece,Khios,45,Good,1,0,45,3,0,0,17,Good
10492,Canada,Kitchener,55,Moderate,1,0,36,2,4,1,55,Moderate
10493,Russian Federation,Klimovsk,49,Good,1,0,30,1,8,2,49,Good
10494,India,Kodoli,86,Moderate,0,0,23,1,0,0,86,Moderate
10495,Poland,Koluszki,32,Good,1,0,31,1,1,0,32,Good
10496,United Republic of Tanzania,Kongwa,30,Good,0,0,14,0,0,0,30,Good
10497,Germany,Kornwestheim,41,Good,1,0,24,1,3,1,41,Good
10498,India,Kottagudem,134,Unhealthy for Sensitive Groups,1,0,29,1,2,1,134,Unhealthy for Sensitive Groups
10499,India,Kovur,74,Moderate,0,0,26,1,0,0,74,Moderate
10500,India,Kulti,196,Unhealthy,2,1,70,3,2,1,196,Unhealthy
10501,Poland,Kutno,34,Good,1,0,34,2,1,0,27,Good
10502,Mexico,La Mira,14,Good,0,0,14,0,0,0,11,Good
10503,Romania,Negresti Oas,64,Moderate,1,0,38,2,1,0,64,Moderate
10504,United States of America,Newburg,81,Moderate,1,0,38,2,3,1,81,Moderate
10505,Romania,Nicolae Balcescu,66,Moderate,1,0,43,3,0,0,66,Moderate
10506,Spain,Nigran,41,Good,1,0,29,1,2,1,41,Good
10507,Mali,Niono,22,Good,1,0,12,0,1,0,22,Good
10508,United States of America,North Druid Hills,62,Moderate,2,1,32,2,9,2,62,Moderate
10509,United Kingdom of Great Britain and Northern Ireland,Nottingham,49,Good,1,0,17,0,8,2,49,Good
10510,Brazil,Nova Russas,47,Good,1,0,4,0,3,1,47,Good
10511,Ukraine,Nova Vodolaha,55,Moderate,1,0,32,2,1,0,55,Moderate
10512,Afghanistan,Nuristan,59,Moderate,0,0,37,2,0,0,59,Moderate
10513,Kenya,Nyahururu,70,Moderate,1,0,16,0,1,0,70,Moderate
10514,United States of America,Ocoee,50,Good,1,0,20,0,12,2,50,Good
10515,Germany,Offenburg,33,Good,1,0,27,1,2,1,33,Good
10516,United Republic of Tanzania,Karema,195,Unhealthy,10,1,25,1,10,2,195,Unhealthy
10517,Germany,Kaufbeuren,56,Moderate,1,0,26,1,5,2,56,Moderate
10518,Indonesia,Kawalu,58,Moderate,1,0,34,2,0,0,58,Moderate
10519,Russian Federation,Kemerovo,42,Good,1,0,42,3,0,0,42,Good
10520,Poland,Kepno,52,Moderate,1,0,36,2,2,1,52,Moderate
10521,India,Lakhipur,55,Moderate,2,1,29,1,0,0,55,Moderate
10522,Pakistan,Larkana,159,Unhealthy,1,0,48,3,0,0,159,Unhealthy
10523,Germany,Laubach,74,Moderate,2,1,33,2,7,2,74,Moderate
10524,India,Lawar,158,Unhealthy,3,1,120,3,1,0,158,Unhealthy
10525,United States of America,Lawndale,89,Moderate,2,1,11,0,30,2,89,Moderate
10526,Serbia,Lazarevac,61,Moderate,1,0,44,3,0,0,61,Moderate
10527,France,Le Francois,35,Good,0,0,25,1,0,0,35,Good
10528,France,Le Mans,30,Good,1,0,30,1,2,1,24,Good
10529,France,Le Plessis Robinson,71,Moderate,2,1,27,1,6,2,71,Moderate
10530,United States of America,Leesburg,58,Moderate,2,1,22,1,12,2,58,Moderate
10531,United States of America,Lehigh Acres,66,Moderate,2,1,9,0,11,2,66,Moderate
10532,Germany,Lehre,55,Moderate,1,0,28,1,4,1,55,Moderate
10533,Netherlands,Lelystad,26,Good,1,0,26,1,5,2,26,Good
10534,France,Les Clayes Sous Bois,79,Moderate,2,1,17,0,8,2,79,Moderate
10535,Ireland,Letterkenny,31,Good,1,0,31,1,1,0,23,Good
10536,France,Kourou,57,Moderate,0,0,21,0,0,0,57,Moderate
10537,Greece,Kozani,89,Moderate,1,0,43,3,2,1,89,Moderate
10538,Russian Federation,Krasnobrodskiy,39,Good,1,0,39,2,0,0,27,Good
10539,India,Kundgol,28,Good,1,0,28,1,1,0,26,Good
10540,Russian Federation,Kungur,33,Good,1,0,33,2,0,0,32,Good
10541,Russian Federation,Kuznetsk,55,Moderate,1,0,38,2,0,0,55,Moderate
10542,Mexico,La Canada,45,Good,1,0,24,1,2,1,45,Good
10544,Pakistan,Lachi,166,Unhealthy,2,1,103,3,0,0,166,Unhealthy
10545,Russian Federation,Kholmskaya,40,Good,1,0,33,2,2,1,40,Good
10547,South Africa,Kimberley,67,Moderate,2,1,10,0,6,2,67,Moderate
10548,United Republic of Tanzania,Kingori,29,Good,0,0,18,0,0,0,29,Good
10549,United States of America,Kings Mountain,72,Moderate,2,1,28,1,13,2,72,Moderate
10550,Kenya,Kisii,99,Moderate,3,1,25,1,1,0,99,Moderate
10551,Japan,Kitsuki,52,Moderate,1,0,47,3,2,1,52,Moderate
10552,Bulgaria,Kjustendil,81,Moderate,1,0,45,3,0,0,81,Moderate
10553,Uganda,Koboko,67,Moderate,1,0,20,0,0,0,67,Moderate
10554,Japan,Komatsu,55,Moderate,1,0,49,3,2,1,55,Moderate
10555,India,Konch,166,Unhealthy,4,1,162,3,1,0,166,Unhealthy
10556,Russian Federation,Kondopoga,32,Good,1,0,32,2,0,0,17,Good
10557,Malaysia,Kota Belud,40,Good,1,0,22,1,0,0,40,Good
10558,Colombia,San Antero,66,Moderate,1,0,17,0,1,0,66,Moderate
10559,Italy,San Giorgio A Cremano,77,Moderate,3,1,36,2,16,2,77,Moderate
10560,Venezuela (Bolivarian Republic of),San Juan De Los Morros,156,Unhealthy,2,1,9,0,10,2,156,Unhealthy
10561,Guatemala,San Lucas Toliman,87,Moderate,3,1,5,0,9,2,87,Moderate
10562,Guatemala,San Pedro Ayampuc,74,Moderate,2,1,8,0,5,2,74,Moderate
10563,Costa Rica,San Vicente,55,Moderate,1,0,11,0,7,2,55,Moderate
10564,Germany,Sankt Wendel,60,Moderate,1,0,37,2,3,1,60,Moderate
10565,Mexico,Santa Maria Del Rio,42,Good,1,0,24,1,0,0,42,Good
10566,Colombia,Santa Rosa De Osos,76,Moderate,2,1,6,0,6,2,76,Moderate
10567,Brazil,Santa Vitoria,24,Good,1,0,5,0,0,0,24,Good
10568,Spain,Santiago De Compostela,38,Good,1,0,14,0,6,2,38,Good
10569,Brazil,Santo Estevao,61,Moderate,1,0,5,0,4,1,61,Moderate
10570,Brazil,Sao Bento Do Una,32,Good,0,0,10,0,1,0,32,Good
10571,Czechia,Prostejov,89,Moderate,1,0,42,3,2,1,89,Moderate
10572,El Salvador,Puerto El Triunfo,110,Unhealthy for Sensitive Groups,2,1,34,2,6,2,110,Unhealthy for Sensitive Groups
10573,Cuba,Puerto Padre,48,Good,1,0,25,1,1,0,48,Good
10575,Somalia,Qandala,120,Unhealthy for Sensitive Groups,0,0,20,0,0,0,120,Unhealthy for Sensitive Groups
10576,Iran (Islamic Republic of),Qorveh,87,Moderate,1,0,59,3,0,0,87,Moderate
10577,Germany,Radeberg,79,Moderate,1,0,35,2,2,1,79,Moderate
10578,Ukraine,Rakitnoye,41,Good,1,0,41,3,0,0,13,Good
10579,India,Ramanathapuram,54,Moderate,0,0,30,1,0,0,54,Moderate
10580,Nigeria,Olupona,84,Moderate,4,1,16,0,4,1,84,Moderate
10581,Afghanistan,Orgun,84,Moderate,0,0,37,2,0,0,84,Moderate
10582,Italy,Orvieto,49,Good,1,0,38,2,4,1,49,Good
10583,Kenya,Oyugis,90,Moderate,4,1,32,2,2,1,90,Moderate
10584,Myanmar,Pakokku,25,Good,0,0,25,1,0,0,19,Good
10585,Lao People's Democratic Republic,Pakxe,29,Good,0,0,19,0,0,0,29,Good
10586,South Africa,Phuthaditjhaba,59,Moderate,3,1,14,0,2,1,59,Moderate
10587,Mexico,Piedras Negras,104,Unhealthy for Sensitive Groups,1,0,27,1,3,1,104,Unhealthy for Sensitive Groups
10588,Peru,Pimentel,28,Good,0,0,22,1,0,0,28,Good
10589,Paraguay,Piribebuy,22,Good,1,0,9,0,0,0,22,Good
10590,Pakistan,Pishin,102,Unhealthy for Sensitive Groups,0,0,45,3,0,0,102,Unhealthy for Sensitive Groups
10591,Russian Federation,Plast,35,Good,1,0,35,2,0,0,19,Good
10592,Germany,Plauen,68,Moderate,1,0,40,2,1,0,68,Moderate
10593,Mexico,Playa Del Carmen,52,Moderate,0,0,28,1,0,0,52,Moderate
10594,United States of America,Pleasantville,79,Moderate,1,0,67,3,1,0,79,Moderate
10595,Italy,Polignano A Mare,56,Moderate,1,0,48,3,2,1,56,Moderate
10596,France,Pont Sainte Maxence,59,Moderate,1,0,25,1,3,1,59,Moderate
10597,United Kingdom of Great Britain and Northern Ireland,Pontypridd,58,Moderate,1,0,21,0,4,1,58,Moderate
10598,New Zealand,Porirua,27,Good,0,0,27,1,0,0,16,Good
10600,United States of America,Portsmouth,47,Good,1,0,32,2,5,2,47,Good
10601,Italy,Preganziol,64,Moderate,2,1,32,2,7,2,64,Moderate
10602,Serbia,Prizren,56,Moderate,1,0,41,3,0,0,56,Moderate
10603,United States of America,Rosemead,121,Unhealthy for Sensitive Groups,4,1,6,0,37,2,121,Unhealthy for Sensitive Groups
10604,Zimbabwe,Rusape,17,Good,1,0,17,0,0,0,12,Good
10605,India,Sabalgarh,233,Very Unhealthy,1,0,48,3,0,0,233,Very Unhealthy
10606,Colombia,Sabanagrande,117,Unhealthy for Sensitive Groups,1,0,16,0,4,1,117,Unhealthy for Sensitive Groups
10607,India,Sadasivpet,75,Moderate,1,0,25,1,0,0,75,Moderate
10608,India,Safidon,150,Unhealthy,2,1,132,3,1,0,150,Unhealthy
10609,United States of America,Saginaw,32,Good,1,0,25,1,5,2,32,Good
10610,Haiti,Saint Marc,76,Moderate,1,0,32,2,0,0,76,Moderate
10611,France,Saint Martin De Crau,151,Unhealthy,2,1,22,1,11,2,151,Unhealthy
10612,France,Saintes,42,Good,0,0,42,3,0,0,13,Good
10613,United States of America,Salmon Creek,42,Good,1,0,16,0,10,2,42,Good
10614,Ghana,Saltpond,39,Good,1,0,23,1,0,0,39,Good
10615,Colombia,Samaniego,29,Good,1,0,5,0,2,1,29,Good
10616,India,Panihati,172,Unhealthy,5,1,103,3,6,2,172,Unhealthy
10617,India,Papparapatti,50,Good,0,0,23,1,1,0,50,Good
10618,India,Parlakimidi,77,Moderate,1,0,38,2,1,0,77,Moderate
10619,Uruguay,Paso De Carrasco,50,Good,0,0,17,0,1,0,50,Good
10620,India,Patrasaer,150,Unhealthy,3,1,143,3,2,1,150,Unhealthy
10621,United States of America,Perrysburg,30,Good,1,0,30,1,6,2,29,Good
10622,United States of America,Petaluma,38,Good,1,0,38,2,2,1,26,Good
10623,United States of America,Phenix City,55,Moderate,2,1,31,1,4,1,55,Moderate
10624,Netherlands,Reeuwijk,33,Good,0,0,33,2,2,1,17,Good
10625,Germany,Regen,53,Moderate,1,0,45,3,2,1,53,Moderate
10626,Pakistan,Renala Khurd,166,Unhealthy,2,1,133,3,1,0,166,Unhealthy
10627,Netherlands,Rheden,30,Good,1,0,30,1,2,1,19,Good
10628,Germany,Ribnitz Damgarten,34,Good,0,0,34,2,0,0,13,Good
10629,Belgium,Riemst,39,Good,1,0,31,1,3,1,39,Good
10630,Latvia,Riga,54,Moderate,1,0,28,1,2,1,54,Moderate
10631,Canada,Rimouski,32,Good,1,0,22,1,1,0,32,Good
10632,France,Riviere Pilote,137,Unhealthy for Sensitive Groups,1,0,26,1,0,0,137,Unhealthy for Sensitive Groups
10633,India,Robertsonpet,55,Moderate,0,0,22,1,0,0,55,Moderate
10634,Russian Federation,Rodniki,33,Good,1,0,33,2,0,0,22,Good
10635,France,Rognac,148,Unhealthy for Sensitive Groups,1,0,25,1,12,2,148,Unhealthy for Sensitive Groups
10636,United States of America,Ramona,56,Moderate,2,1,11,0,15,2,56,Moderate
10637,India,Rampur,174,Unhealthy,4,1,174,3,1,0,162,Unhealthy
10638,Germany,Rastatt,44,Good,1,0,35,2,4,1,44,Good
10639,India,Raxaul,122,Unhealthy for Sensitive Groups,3,1,122,3,0,0,114,Unhealthy for Sensitive Groups
10640,Canada,Red Deer,32,Good,1,0,32,2,0,0,9,Good
10641,India,Nongpoh,134,Unhealthy for Sensitive Groups,2,1,47,3,1,0,134,Unhealthy for Sensitive Groups
10642,United States of America,Norristown,59,Moderate,1,0,45,3,4,1,59,Moderate
10643,United States of America,North Adams,42,Good,1,0,42,3,1,0,35,Good
10644,United States of America,North Saint Paul,44,Good,1,0,33,2,7,2,44,Good
10645,United States of America,Norwell,68,Moderate,1,0,44,3,5,2,68,Moderate
10646,Brazil,Nossa Senhora Da Gloria,32,Good,0,0,9,0,2,1,32,Good
10647,Brazil,Nova Esperanca,21,Good,0,0,18,0,1,0,21,Good
10648,United States of America,Novi,48,Good,1,0,29,1,6,2,48,Good
10649,Russian Federation,Novomikhaylovskiy,49,Good,1,0,49,3,1,0,20,Good
10650,Russian Federation,Novospasskoye,48,Good,0,0,34,2,0,0,48,Good
10651,Uganda,Ntungamo,160,Unhealthy,5,1,23,1,1,0,160,Unhealthy
10652,Japan,Numata,38,Good,1,0,38,2,1,0,28,Good
10653,Denmark,Nyborg,36,Good,0,0,36,2,1,0,35,Good
10654,Poland,Nysa,32,Good,1,0,30,1,1,0,32,Good
10655,Côte d'Ivoire,Odienne,44,Good,1,0,15,0,0,0,44,Good
10656,United States of America,Okemos,46,Good,1,0,30,1,5,2,46,Good
10657,India,Okha,151,Unhealthy,0,0,27,1,0,0,151,Unhealthy
10658,Belgium,Olen,38,Good,1,0,30,1,3,1,38,Good
10659,Bulgaria,Karnobat,41,Good,1,0,41,3,0,0,23,Good
10660,Turkey,Kastamonu,41,Good,1,0,41,3,0,0,25,Good
10661,Senegal,Kedougou,29,Good,1,0,15,0,0,0,29,Good
10662,Sri Lanka,Kelaniya,58,Moderate,0,0,27,1,0,0,58,Moderate
10663,India,Khambhaliya,151,Unhealthy,0,0,29,1,0,0,151,Unhealthy
10664,Thailand,Khao Yoi,36,Good,0,0,17,0,0,0,36,Good
10665,Iran (Islamic Republic of),Kamyaran,127,Unhealthy for Sensitive Groups,1,0,43,3,0,0,127,Unhealthy for Sensitive Groups
10666,Russian Federation,Kandalaksha,27,Good,1,0,27,1,0,0,6,Good
10667,India,Kangayam,53,Moderate,0,0,25,1,0,0,53,Moderate
10668,Uganda,Kanungu,176,Unhealthy,5,1,19,0,1,0,176,Unhealthy
10669,Turkey,Karacabey,39,Good,1,0,39,2,0,0,32,Good
10670,United Republic of Tanzania,Karatu,20,Good,0,0,14,0,0,0,20,Good
10671,Sweden,Karlskoga,28,Good,0,0,28,1,0,0,10,Good
10672,India,Katpadi,57,Moderate,0,0,27,1,0,0,57,Moderate
10673,India,Katras,183,Unhealthy,3,1,132,3,2,1,183,Unhealthy
10674,Turkey,Kayseri,40,Good,1,0,31,1,0,0,40,Good
10675,Germany,Kelkheim,52,Moderate,1,0,27,1,3,1,52,Moderate
10676,Bangladesh,Keshabpur,165,Unhealthy,6,1,74,3,5,2,165,Unhealthy
10677,United States of America,Roselle,68,Moderate,2,1,15,0,20,2,68,Moderate
10678,United Republic of Tanzania,Ruangwa,45,Good,1,0,20,0,0,0,45,Good
10679,Italy,Rubano,92,Moderate,2,1,32,2,6,2,92,Moderate
10680,Italy,Rubiera,74,Moderate,1,0,29,1,6,2,74,Moderate
10681,France,Saint Raphael,88,Moderate,1,0,33,2,6,2,88,Moderate
10682,India,Samthar,234,Very Unhealthy,1,0,47,3,0,0,234,Very Unhealthy
10683,United States of America,San Anselmo,45,Good,1,0,22,1,10,2,45,Good
10684,Italy,San Donato Milanese,94,Moderate,1,0,37,2,5,2,94,Moderate
10685,Costa Rica,San Rafael,79,Moderate,2,1,5,0,13,2,79,Moderate
10686,El Salvador,San Salvador,107,Unhealthy for Sensitive Groups,3,1,20,0,10,2,107,Unhealthy for Sensitive Groups
10688,Trinidad and Tobago,Sangre Grande,161,Unhealthy,0,0,21,0,3,1,161,Unhealthy
10689,Brazil,Santa Rita Do Passa Quatro,58,Moderate,1,0,6,0,4,1,58,Moderate
10690,Colombia,Santander De Quilichao,62,Moderate,2,1,3,0,5,2,62,Moderate
10691,Brazil,Sao Cristovao,22,Good,0,0,22,1,0,0,14,Good
10692,Brazil,Sao Lourenco Da Mata,43,Good,1,0,18,0,4,1,43,Good
10693,Brazil,Sao Miguel Dos Campos,31,Good,0,0,18,0,1,0,31,Good
10694,United States of America,Saratoga Springs,57,Moderate,2,1,13,0,9,2,57,Moderate
10695,Japan,Satte,45,Good,1,0,43,3,3,1,45,Good
10696,Thailand,Satuk,41,Good,0,0,28,1,0,0,41,Good
10697,Lao People's Democratic Republic,Savannakhet,51,Moderate,0,0,29,1,0,0,51,Moderate
10698,Turkmenistan,Sayat,78,Moderate,1,0,47,3,0,0,78,Moderate
10699,India,Sayla,158,Unhealthy,0,0,33,2,0,0,158,Unhealthy
10700,Italy,Scandicci,35,Good,1,0,35,2,3,1,17,Good
10701,Netherlands,Scheemda,36,Good,0,0,36,2,0,0,33,Good
10702,United States of America,Scranton,35,Good,1,0,33,2,5,2,35,Good
10703,Germany,Seesen,42,Good,0,0,32,2,1,0,42,Good
10704,India,Selam,74,Moderate,1,0,27,1,3,1,74,Moderate
10705,Brazil,Senges,29,Good,1,0,14,0,1,0,29,Good
10706,France,Senlis,53,Moderate,1,0,24,1,3,1,53,Moderate
10707,Portugal,Sesimbra,32,Good,1,0,31,1,3,1,32,Good
10708,Italy,Sessa Aurunca,36,Good,1,0,36,2,3,1,24,Good
10709,Russian Federation,Severodvinsk,27,Good,1,0,27,1,0,0,8,Good
10710,Germany,Eppingen,51,Moderate,1,0,28,1,3,1,51,Moderate
10711,Germany,Ergolding,51,Moderate,1,0,38,2,1,0,51,Moderate
10712,Egypt,Esna,166,Unhealthy,1,0,37,2,1,0,166,Unhealthy
10713,United States of America,Sheboygan,52,Moderate,2,1,19,0,13,2,52,Moderate
10714,United Republic of Tanzania,Shelui,20,Good,0,0,16,0,0,0,20,Good
10715,Russian Federation,Shilovo,34,Good,1,0,34,2,0,0,21,Good
10716,Zimbabwe,Shurugwi,39,Good,0,0,17,0,0,0,39,Good
10717,India,Sidhauli,173,Unhealthy,3,1,173,3,2,1,171,Unhealthy
10718,Turkey,Sile,40,Good,1,0,40,2,0,0,27,Good
10719,Hungary,Siofok,59,Moderate,1,0,40,2,1,0,59,Moderate
10720,Nepal,Siraha,65,Moderate,2,1,44,3,1,0,65,Moderate
10721,Russian Federation,Skhodnya,45,Good,1,0,23,1,9,2,45,Good
10722,Ukraine,Slavuta,106,Unhealthy for Sensitive Groups,1,0,40,2,0,0,106,Unhealthy for Sensitive Groups
10723,Malta,Sliema,39,Good,1,0,39,2,2,1,21,Good
10724,Ireland,Sligo,32,Good,0,0,32,2,0,0,13,Good
10725,Poland,Slupsk,33,Good,0,0,33,2,0,0,27,Good
10726,United Republic of Tanzania,Sokoni,37,Good,0,0,25,1,0,0,37,Good
10727,Azerbaijan,Susa,31,Good,1,0,31,1,0,0,28,Good
10728,Czechia,Susice,59,Moderate,1,0,33,2,2,1,59,Moderate
10729,Ukraine,Svatove,37,Good,1,0,37,2,1,0,11,Good
10730,Russian Federation,Svirsk,43,Good,1,0,43,3,0,0,21,Good
10731,Japan,Tagawa,45,Good,1,0,45,3,0,0,38,Good
10732,Thailand,Tak,68,Moderate,0,0,19,0,0,0,68,Moderate
10733,Japan,Takahama,44,Good,1,0,44,3,1,0,18,Good
10734,India,Talikota,79,Moderate,0,0,25,1,0,0,79,Moderate
10735,United States of America,Tallahassee,55,Moderate,1,0,16,0,7,2,55,Moderate
10736,Japan,Tamamura,43,Good,1,0,43,3,1,0,27,Good
10737,India,Tambaram,79,Moderate,1,0,30,1,1,0,79,Moderate
10738,United Republic of Tanzania,Tandahimba,31,Good,0,0,20,0,0,0,31,Good
10739,Indonesia,Tangerang,201,Very Unhealthy,5,1,201,3,3,1,167,Unhealthy
10740,Philippines,Tangub,50,Good,0,0,15,0,0,0,50,Good
10741,China,Taozhuang,155,Unhealthy,3,1,155,3,4,1,104,Unhealthy for Sensitive Groups
10742,Brazil,Tapiramuta,16,Good,0,0,12,0,0,0,16,Good
10743,France,Tarare,24,Good,1,0,24,1,3,1,22,Good
10744,Colombia,Taraza,49,Good,2,1,1,0,2,1,49,Good
10745,Romania,Targu Lapus,67,Moderate,1,0,42,3,0,0,67,Moderate
10746,Romania,Targu Mures,64,Moderate,1,0,37,2,1,0,64,Moderate
10747,Brazil,Taruma,33,Good,1,0,13,0,1,0,33,Good
10748,Bangladesh,Rangpur,58,Moderate,2,1,44,3,1,0,58,Moderate
10749,United States of America,Redford,51,Moderate,1,0,30,1,8,2,51,Moderate
10750,France,Reims,49,Good,1,0,26,1,3,1,49,Good
10751,Italy,Rho,99,Moderate,1,0,37,2,4,1,99,Moderate
10752,Philippines,Rizal,84,Moderate,1,0,31,1,1,0,84,Moderate
10753,Belgium,Roeselare,43,Good,1,0,31,1,3,1,43,Good
10754,France,Somain,50,Good,1,0,23,1,5,2,50,Good
10755,Russian Federation,Sovetskaya,47,Good,1,0,39,2,0,0,47,Good
10756,Russian Federation,Staromyshastovskaya,34,Good,1,0,34,2,1,0,34,Good
10757,Germany,Steinbach,52,Moderate,1,0,26,1,3,1,52,Moderate
10758,China,Suining,146,Unhealthy for Sensitive Groups,4,1,141,3,5,2,146,Unhealthy for Sensitive Groups
10759,India,Sunel,162,Unhealthy,1,0,41,3,0,0,162,Unhealthy
10760,Japan,Imari,47,Good,1,0,47,3,0,0,35,Good
10761,Serbia,Indija,83,Moderate,2,1,40,2,4,1,83,Moderate
10762,Brazil,Inhambupe,23,Good,0,0,14,0,1,0,23,Good
10763,Kyrgyzstan,Isfana,104,Unhealthy for Sensitive Groups,1,0,41,3,0,0,104,Unhealthy for Sensitive Groups
10764,Italy,Isola Del Liri,42,Good,1,0,42,3,1,0,39,Good
10765,Paraguay,Ita,111,Unhealthy for Sensitive Groups,3,1,5,0,4,1,111,Unhealthy for Sensitive Groups
10766,Brazil,Itanhaem,150,Unhealthy,4,1,0,0,19,2,150,Unhealthy
10767,United Republic of Tanzania,Itigi,22,Good,0,0,16,0,0,0,22,Good
10768,Japan,Ito,46,Good,1,0,46,3,0,0,28,Good
10769,Italy,Ivrea,87,Moderate,1,0,39,2,2,1,87,Moderate
10770,Japan,Izumo,44,Good,1,0,44,3,0,0,35,Good
10771,Brazil,Jaboticabal,50,Good,1,0,11,0,2,1,50,Good
10772,Mexico,Jacona,52,Moderate,1,0,5,0,4,1,52,Moderate
10773,India,Jamkhed,131,Unhealthy for Sensitive Groups,0,0,26,1,1,0,131,Unhealthy for Sensitive Groups
10774,United Kingdom of Great Britain and Northern Ireland,Hindley,33,Good,1,0,30,1,3,1,33,Good
10775,Japan,Hiroshima,50,Good,1,0,48,3,3,1,50,Good
10776,Uganda,Hoima,59,Moderate,2,1,17,0,0,0,59,Moderate
10777,United States of America,Honolulu,30,Good,0,0,26,1,0,0,30,Good
10778,China,Hsintien,159,Unhealthy,3,1,159,3,1,0,118,Unhealthy for Sensitive Groups
10779,United States of America,Huntington Park,127,Unhealthy for Sensitive Groups,4,1,6,0,46,2,127,Unhealthy for Sensitive Groups
10780,India,Husainabad,188,Unhealthy,2,1,101,3,1,0,188,Unhealthy
10781,Brazil,Ibirama,66,Moderate,2,1,2,0,6,2,66,Moderate
10782,Ukraine,Ichnya,50,Good,1,0,35,2,0,0,50,Good
10783,Niger,Illela,32,Good,1,0,23,1,1,0,32,Good
10784,Nigeria,Ilorin,108,Unhealthy for Sensitive Groups,3,1,26,1,1,0,108,Unhealthy for Sensitive Groups
10785,Turkey,Bismil,76,Moderate,1,0,27,1,3,1,76,Moderate
10786,Brazil,Boa Esperanca,38,Good,1,0,8,0,2,1,38,Good
10787,France,Bobigny,30,Good,1,0,28,1,2,1,30,Good
10788,Burkina Faso,Bobo Dioulasso,34,Good,1,0,13,0,0,0,34,Good
10789,Netherlands,Bodegraven,35,Good,0,0,35,2,1,0,27,Good
10790,Turkey,Bolu,39,Good,1,0,39,2,0,0,7,Good
10791,Italy,Borgosesia,65,Moderate,1,0,20,0,5,2,65,Moderate
10792,France,Bourg Les Valence,27,Good,1,0,26,1,1,0,27,Good
10793,Canada,Brantford,58,Moderate,1,0,34,2,7,2,58,Moderate
10794,Belgium,Bree,30,Good,0,0,26,1,3,1,30,Good
10795,China,Buhe,136,Unhealthy for Sensitive Groups,3,1,136,3,1,0,94,Moderate
10796,Kenya,Bungoma,144,Unhealthy for Sensitive Groups,6,1,34,2,3,1,144,Unhealthy for Sensitive Groups
10797,Germany,Burgthann,41,Good,1,0,26,1,2,1,41,Good
10798,India,Burhanpur,133,Unhealthy for Sensitive Groups,0,0,30,1,0,0,133,Unhealthy for Sensitive Groups
10799,Germany,Buttelborn,29,Good,0,0,29,1,2,1,27,Good
10800,Brazil,Cachoeira Do Sul,23,Good,0,0,23,1,0,0,12,Good
10801,Brazil,Cacule,22,Good,0,0,9,0,1,0,22,Good
10802,Brazil,Cambe,25,Good,1,0,10,0,1,0,25,Good
10803,Italy,Campi Bisenzio,37,Good,1,0,37,2,2,1,25,Good
10804,Paraguay,Capiata,36,Good,1,0,19,0,1,0,36,Good
10805,Mexico,Casimiro Castillo,29,Good,1,0,10,0,2,1,29,Good
